STT,Buy_side,Amount,Price,Sell_side,Actual_price,Actual_price_2digit
331,VPB,5.0,0,MSB,25300,0
332,ABBK,5.0,0,VPB,25300,0
333,VPB,3.0,10,NCB,25310,10
334,KLBV,2.0,0,MSB,25300,0
335,MSB,2.0,0,SEAV,25300,0
336,SHB,5.0,97,MB,25397,97
337,SEAV,2.0,99,NCB,25399,99
338,MSB,5.0,92,TCB,25392,92
339,NABV,5.0,94,OCB,25394,94
340,OCB,5.0,94,NABV,25394,94
341,NCB,5.0,50,VPB,25350,50
342,MSB,5.0,60,VPB,25360,60
343,VNTT,5.0,70,VPB,25370,70
344,ABBK,2.0,80,VPB,25380,80
345,ICBV,5.0,77,VPB,25377,77
346,SEAV,5.0,80,VPB,25380,80
347,MSB,5.0,80,VPB,25380,80
348,TCB,2.0,86,VPB,25386,86
349,MB,5.0,94,NCB,25394,94
350,OCB,2.0,5,ABBK,25305,5
351,MB,5.0,10,MSB,25310,10
352,Fubon,3.0,5,OCB,25305,5
353,VPB,5.0,8,VNTT,25308,8
354,VNTT,2.0,10,ABBK,25310,10
355,ABBK,5.0,0,VPB,25300,0
356,VPB,5.0,10,ABBK,25310,10
357,VPB,3.0,10,OCB,25310,10
358,HDB,7.0,10,MSB,25310,10
359,BVBH,7.0,0,HDB,25300,0
360,SABH,1.0,2,HDB,25302,2
361,VNTT,2.0,20,BVBH,25320,20
362,VNTT,10.0,20,OCB,25320,20
363,Fubon,2.0,20,OCB,25320,20
364,Fubon,2.0,20,BIDV,25320,20
365,MSB,5.0,20,BIDV,25320,20
366,VPB,2.0,20,BVBH,25320,20
367,VPB,1.0,18,Indovina,25318,18
368,SHB,3.0,8,MSB,25308,8
369,ABBK,1.0,23,Fubon,25323,23
370,MB,1.0,23,MSB,25323,23
371,MSB,1.0,23,VCCB,25323,23
372,OCB,2.0,12,NABV,25312,12
373,NCB,5.0,23,ABBK,25323,23
374,SEAV,2.0,25,ABBK,25325,25
375,SEAV,2.0,25,MSB,25325,25
376,SEAV,10.0,25,NCB,25325,25
377,MSB,2.0,35,MB,25335,35
378,SEAV,2.0,38,ABBK,25338,38
379,VIB,3.0,30,MSB,25330,30
380,OCB,4.0,30,SEAV,25330,30
381,SEAV,3.0,33,SABH,25333,33
382,MB,3.0,33,ABBK,25333,33
383,SEAV,3.0,33,SABH,25333,33
384,OCB,5.0,29,SEAV,25329,29
385,BIDV,5.0,32,SEAV,25332,32
386,MSB,4.0,26,SEAV,25326,26
387,OCB,5.0,20,SEAV,25320,20
388,NCB,2.0,17,BIDV,25317,17
